Data.Precipitation,Date.Full,Date.Month,Date.Week of,Date.Year,Station.City,Station.Code,Station.Location,Station.State,Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,Data.Wind.Speed
0.0,2016-01-17,1,17,2016,Kaunakakai,MKK,"Kaunakakai, HI",Hawaii,70,81,58,6,2.6
0.0,2016-01-17,1,17,2016,Lihue,LIH,"Lihue, HI",Hawaii,71,79,62,27,4.65
0.24,2016-01-17,1,17,2016,Boise,BOI,"Boise, ID",Idaho,32,39,26,13,6.02
0.39,2016-01-17,1,17,2016,Lewiston,LWS,"Lewiston, ID",Idaho,36,42,30,12,5.28
0.2,2016-01-17,1,17,2016,Pocatello,PIH,"Pocatello, ID",Idaho,26,33,19,17,6.27
0.13,2016-01-17,1,17,2016,Chicago,ORD,"Chicago, IL",Illinois,21,27,8,25,11.2
0.01,2016-01-17,1,17,2016,Moline,MLI,"Moline, IL",Illinois,20,30,10,25,11.21
0.03,2016-01-17,1,17,2016,Peoria,PIA,"Peoria, IL",Illinois,21,32,10,25,9.38
0.0,2016-01-17,1,17,2016,Quincy,UIN,"Quincy, IL",Illinois,24,35,13,26,11.27
0.06,2016-01-17,1,17,2016,Rockford,RFD,"Rockford, IL",Illinois,16,24,6,25,9.47
0.14,2016-01-17,1,17,2016,Springfield,SPI,"Springfield, IL",Illinois,26,37,14,25,11.17
0.13,2016-01-17,1,17,2016,Evansville,EVV,"Evansville, IN",Indiana,31,41,20,24,7.32
0.36,2016-01-17,1,17,2016,Fort Wayne,FWA,"Fort Wayne, IN",Indiana,22,31,13,24,12.71
0.19,2016-01-17,1,17,2016,Indianapolis,IND,"Indianapolis, IN",Indiana,24,34,13,23,11.1
0.4,2016-01-17,1,17,2016,South Bend,SBN,"South Bend, IN",Indiana,22,29,12,24,11.74
0.0,2016-01-17,1,17,2016,Cedar Rapids,CID,"Cedar Rapids, IA",Iowa,16,25,6,26,12.57
0.04,2016-01-17,1,17,2016,Des Moines,DSM,"Des Moines, IA",Iowa,20,29,9,29,10.51
0.05,2016-01-17,1,17,2016,Dubuque,DBQ,"Dubuque, IA",Iowa,16,22,4,25,11.17
0.01,2016-01-17,1,17,2016,Sioux City,SUX,"Sioux City, IA",Iowa,16,26,4,25,7.7
0.02,2016-01-17,1,17,2016,Waterloo,ALO,"Waterloo, IA",Iowa,11,21,1,25,9.1
0.0,2016-01-17,1,17,2016,Concordia,CNK,"Concordia, KS",Kansas,29,39,20,22,7.45
0.03,2016-01-17,1,17,2016,Dodge City,DDC,"Dodge City, KS",Kansas,34,47,21,24,6.07
0.0,2016-01-17,1,17,2016,Goodland,GLD,"Goodland, KS",Kansas,30,45,15,26,9.48
0.0,2016-01-17,1,17,2016,Medicine Lodge,P28,"Medicine Lodge, KS",Kansas,35,47,22,16,4.01
0.0,2016-01-17,1,17,2016,Topeka,TOP,"Topeka, KS",Kansas,30,40,19,28,6.17
0.0,2016-01-17,1,17,2016,Wichita,ICT,"Wichita, KS",Kansas,34,45,22,24,6.2
0.32,2016-01-17,1,17,2016,Covington,CVG,"Covington, KY",Kentucky,29,37,17,23,9.3
0.17,2016-01-17,1,17,2016,Jackson,JKL,"Jackson, KY",Kentucky,32,41,23,24,3.6
0.12,2016-01-17,1,17,2016,Lexington,LEX,"Lexington, KY",Kentucky,31,41,20,23,9.88
0.15,2016-01-17,1,17,2016,Louisville,SDF,"Louisville, KY",Kentucky,31,41,21,23,9.22
0.05,2016-01-17,1,17,2016,Paducah,PAH,"Paducah, KY",Kentucky,34,44,23,25,6.31
1.15,2016-01-17,1,17,2016,Baton Rouge,BTR,"Baton Rouge, LA",Louisiana,49,62,37,15,3.87
0.3,2016-01-17,1,17,2016,Lake Charles,LCH,"Lake Charles, LA",Louisiana,49,60,37,18,3.52
1.4,2016-01-17,1,17,2016,New Orleans,MSY,"New Orleans, LA",Louisiana,53,62,44,16,6.21
0.03,2016-01-17,1,17,2016,Shreveport,SHV,"Shreveport, LA",Louisiana,46,59,33,20,4.24
1.22,2016-01-17,1,17,2016,Slidell,ASD,"Slidell, LA",Louisiana,49,63,36,16,2.48
0.32,2016-01-17,1,17,2016,Bangor,BGR,"Bangor, ME",Maine,21,30,10,22,5.27
0.65,2016-01-17,1,17,2016,Caribou,CAR,"Caribou, ME",Maine,14,22,5,22,6.17
1.13,2016-01-17,1,17,2016,Portland,PWM,"Portland, ME",Maine,26,33,19,29,7.44
0.29,2016-01-17,1,17,2016,Baltimore,BWI,"Baltimore, MD",Maryland,34,43,24,25,6.44
1.53,2016-01-17,1,17,2016,Salisbury,SBY,"Salisbury, MD",Maryland,36,47,25,26,6.84
1.4,2016-01-17,1,17,2016,Boston,BOS,"Boston, MA",Massachusetts,32,39,25,25,10.74
0.0,2016-01-17,1,17,2016,Milton,MQE,"Milton, MA",Massachusetts,60,60,60,25,10.58
0.82,2016-01-17,1,17,2016,Worcester,ORH,"Worcester, MA",Massachusetts,26,32,19,25,9.22
0.54,2016-01-17,1,17,2016,Alpena,APN,"Alpena, MI",Michigan,18,24,12,21,6.11
0.51,2016-01-17,1,17,2016,Detroit,DTW,"Detroit, MI",Michigan,23,29,16,22,11.27
0.3,2016-01-17,1,17,2016,Flint,FNT,"Flint, MI",Michigan,24,29,17,23,10.68
0.51,2016-01-17,1,17,2016,Grand Rapids,GRR,"Grand Rapids, MI",Michigan,21,26,16,23,9.8
0.3,2016-01-17,1,17,2016,Houghton Lake,HTL,"Houghton Lake, MI",Michigan,17,21,12,22,7.62
0.24,2016-01-17,1,17,2016,Lansing,LAN,"Lansing, MI",Michigan,21,27,15,23,10.92
0.37,2016-01-17,1,17,2016,Marquette,MQT,"Marquette, MI",Michigan,7,12,1,0,0.0
0.87,2016-01-17,1,17,2016,Muskegon,MKG,"Muskegon, MI",Michigan,22,27,16,24,9.25
0.46,2016-01-17,1,17,2016,Sault Ste Marie,ANJ,"Sault Ste Marie, MI",Michigan,9,15,3,16,4.85
0.31,2016-01-17,1,17,2016,Duluth,DLH,"Duluth, MN",Minnesota,-1,7,-9,27,9.84
0.1,2016-01-17,1,17,2016,International Falls,INL,"International Falls, MN",Minnesota,-7,0,-16,23,5.2
0.03,2016-01-17,1,17,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,5,13,-2,24,8.41
0.02,2016-01-17,1,17,2016,Rochester,RST,"Rochester, MN",Minnesota,3,12,-6,25,11.48
0.04,2016-01-17,1,17,2016,St Cloud,STC,"St Cloud, MN",Minnesota,2,10,-7,24,7.98
0.0,2016-01-17,1,17,2016,Greenville,GLH,"Greenville, MS",Mississippi,43,54,32,19,5.97
0.02,2016-01-17,1,17,2016,Greenwood,GWO,"Greenwood, MS",Mississippi,42,55,29,23,3.5
1.33,2016-01-17,1,17,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,49,60,37,16,3.67
0.71,2016-01-17,1,17,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,47,61,33,21,3.25
0.01,2016-01-17,1,17,2016,Jackson,JAN,"Jackson, MS",Mississippi,45,58,32,22,4.22
0.1,2016-01-17,1,17,2016,Meridian,MEI,"Meridian, MS",Mississippi,44,58,29,22,3.55
0.18,2016-01-17,1,17,2016,Tupelo,TUP,"Tupelo, MS",Mississippi,41,53,29,16,5.01
0.12,2016-01-17,1,17,2016,Cape Girardeau,CGI,"Cape Girardeau, MO",Missouri,33,43,22,26,7.55
0.03,2016-01-17,1,17,2016,Columbia,COU,"Columbia, MO",Missouri,28,40,16,26,9.5
0.06,2016-01-17,1,17,2016,Kansas City,MCI,"Kansas City, MO",Missouri,28,39,16,28,8.87
0.04,2016-01-17,1,17,2016,Rolla/Vichy,VIH,"Rolla/Vichy, MO",Missouri,29,40,17,26,10.21
0.12,2016-01-17,1,17,2016,Springfield,SGF,"Springfield, MO",Missouri,33,44,20,26,9.04
0.0,2016-01-17,1,17,2016,St Joseph,STJ,"St Joseph, MO",Missouri,26,38,14,28,8.68
0.1,2016-01-17,1,17,2016,St Louis,STL,"St Louis, MO",Missouri,32,44,20,26,9.24
0.2,2016-01-17,1,17,2016,Billings,BIL,"Billings, MT",Montana,26,33,20,19,12.5
0.09,2016-01-17,1,17,2016,Butte,BTM,"Butte, MT",Montana,16,28,3,15,1.27
0.33,2016-01-17,1,17,2016,Cut Bank,CTB,"Cut Bank, MT",Montana,22,27,16,24,12.58
0.0,2016-01-17,1,17,2016,Dillon,DLN,"Dillon, MT",Montana,21,29,14,21,11.6
0.03,2016-01-17,1,17,2016,Glasgow,GGW,"Glasgow, MT",Montana,11,20,2,19,5.87
0.34,2016-01-17,1,17,2016,Great Falls,GTF,"Great Falls, MT",Montana,25,32,18,19,10.37
0.21,2016-01-17,1,17,2016,Havre,HVR,"Havre, MT",Montana,17,26,7,16,9.31
0.11,2016-01-17,1,17,2016,Helena,HLN,"Helena, MT",Montana,25,33,17,27,3.1
0.45,2016-01-17,1,17,2016,Kalispell,GPI,"Kalispell, MT",Montana,30,34,25,18,3.08
0.13,2016-01-17,1,17,2016,Miles City,MLS,"Miles City, MT",Montana,20,29,11,26,6.2
0.26,2016-01-17,1,17,2016,Missoula,MSO,"Missoula, MT",Montana,23,28,17,25,0.77
0.04,2016-01-17,1,17,2016,Grand Island,GRI,"Grand Island, NE",Nebraska,26,35,16,29,8.32
0.04,2016-01-17,1,17,2016,Lincoln,LNK,"Lincoln, NE",Nebraska,25,36,12,25,7.34
0.02,2016-01-17,1,17,2016,Norfolk,OFK,"Norfolk, NE",Nebraska,21,30,9,30,9.01
0.03,2016-01-17,1,17,2016,North Platte,LBF,"North Platte, NE",Nebraska,27,41,13,21,7.05
0.04,2016-01-17,1,17,2016,Omaha,OMA,"Omaha, NE",Nebraska,22,32,10,28,8.28
0.02,2016-01-17,1,17,2016,Scottsbluff,BFF,"Scottsbluff, NE",Nebraska,26,37,15,27,9.05
0.01,2016-01-17,1,17,2016,Sidney,SNY,"Sidney, NE",Nebraska,26,35,16,27,11.85
0.07,2016-01-17,1,17,2016,Valentine,VTN,"Valentine, NE",Nebraska,22,30,12,29,8.32
0.21,2016-01-17,1,17,2016,Ely,ELY,"Ely, NV",Nevada,17,32,3,19,8.45
0.48,2016-01-17,1,17,2016,Eureka,P68,"Eureka, NV",Nevada,21,34,7,22,3.54
0.0,2016-01-17,1,17,2016,Las Vegas,LAS,"Las Vegas, NV",Nevada,45,54,36,19,1.44
0.0,2016-01-17,1,17,2016,Mercury,DRA,"Mercury, NV",Nevada,41,53,28,7,3.42
0.13,2016-01-17,1,17,2016,Reno,RNO,"Reno, NV",Nevada,38,48,28,25,4.6
0.39,2016-01-17,1,17,2016,Winnemucca,WMC,"Winnemucca, NV",Nevada,31,39,23,14,5.87
0.45,2016-01-17,1,17,2016,Concord,CON,"Concord, NH",New Hampshire,25,33,17,22,5.57
0.0,2016-01-17,1,17,2016,Mt. Washington,MWN,"Mt. Washington, NH",New Hampshire,60,60,60,26,43.85
0.83,2016-01-17,1,17,2016,Atlantic City,ACY,"Atlantic City, NJ",New Jersey,33,44,24,26,8.05
0.34,2016-01-17,1,17,2016,Newark,EWR,"Newark, NJ",New Jersey,35,42,27,24,9.38
0.0,2016-01-17,1,17,2016,Albuquerque,ABQ,"Albuquerque, NM",New Mexico,34,45,22,30,6.34
0.0,2016-01-17,1,17,2016,Clayton,CAO,"Clayton, NM",New Mexico,35,48,21,26,4.98
0.0,2016-01-17,1,17,2016,Roswell,ROW,"Roswell, NM",New Mexico,38,53,23,30,4.51
0.31,2016-01-17,1,17,2016,Albany,ALB,"Albany, NY",New York,27,34,19,22,6.57
0.52,2016-01-17,1,17,2016,Binghamton,BGM,"Binghamton, NY",New York,23,29,17,24,7.28
0.77,2016-01-17,1,17,2016,Buffalo,BUF,"Buffalo, NY",New York,24,31,17,23,10.52
0.24,2016-01-17,1,17,2016,Glens Falls,GFL,"Glens Falls, NY",New York,24,32,15,22,4.47
0.59,2016-01-17,1,17,2016,Islip,ISP,"Islip, NY",New York,35,42,27,26,9.08
0.31,2016-01-17,1,17,2016,New York,LGA,"New York, NY",New York,37,43,29,25,10.01
0.35,2016-01-17,1,17,2016,Rochester,ROC,"Rochester, NY",New York,26,33,18,23,10.5
0.52,2016-01-17,1,17,2016,Syracuse,SYR,"Syracuse, NY",New York,25,31,18,21,10.32
1.21,2016-01-17,1,17,2016,Asheville,AVL,"Asheville, NC",North Carolina,34,45,23,31,6.58
1.33,2016-01-17,1,17,2016,Cape Hatteras,HSE,"Cape Hatteras, NC",North Carolina,47,57,36,28,8.34
0.97,2016-01-17,1,17,2016,Charlotte,CLT,"Charlotte, NC",North Carolina,41,51,30,22,4.27
0.61,2016-01-17,1,17,2016,Greensboro,GSO,"Greensboro, NC",North Carolina,39,48,28,24,5.6
1.4,2016-01-17,1,17,2016,Hickory,HKY,"Hickory, NC",North Carolina,38,50,27,28,2.88
0.5,2016-01-17,1,17,2016,Raleigh/Durham,RDU,"Raleigh/Durham, NC",North Carolina,41,50,30,25,3.85
1.45,2016-01-17,1,17,2016,Wilmington,ILM,"Wilmington, NC",North Carolina,45,56,32,27,5.88
0.12,2016-01-17,1,17,2016,Bismarck,BIS,"Bismarck, ND",North Dakota,9,19,-2,18,6.18
0.04,2016-01-17,1,17,2016,Dickinson,DIK,"Dickinson, ND",North Dakota,11,22,1,29,9.95
0.27,2016-01-17,1,17,2016,Fargo,FAR,"Fargo, ND",North Dakota,-3,7,-10,23,6.81
0.28,2016-01-17,1,17,2016,Grand Forks,GFK,"Grand Forks, ND",North Dakota,-6,3,-13,27,7.31
0.15,2016-01-17,1,17,2016,Williston,ISN,"Williston, ND",North Dakota,8,19,-2,29,5.81
0.33,2016-01-17,1,17,2016,Akron,CAK,"Akron, OH",Ohio,24,32,16,23,11.85
0.4,2016-01-17,1,17,2016,Cleveland,CLE,"Cleveland, OH",Ohio,25,32,17,22,13.27
0.23,2016-01-17,1,17,2016,Columbus,CMH,"Columbus, OH",Ohio,26,35,16,23,9.61
0.32,2016-01-17,1,17,2016,Dayton,DAY,"Dayton, OH",Ohio,23,33,13,23,12.37
0.39,2016-01-17,1,17,2016,Mansfield,MFD,"Mansfield, OH",Ohio,23,32,14,22,11.87
0.53,2016-01-17,1,17,2016,Toledo,TOL,"Toledo, OH",Ohio,23,30,16,24,11.81
0.41,2016-01-17,1,17,2016,Youngstown/Warren,YNG,"Youngstown/Warren, OH",Ohio,24,32,16,22,10.61
0.01,2016-01-17,1,17,2016,Gage,GAG,"Gage, OK",Oklahoma,36,50,21,21,3.9
0.0,2016-01-17,1,17,2016,Oklahoma City,OKC,"Oklahoma City, OK",Oklahoma,39,52,27,16,6.74
0.0,2016-01-17,1,17,2016,Ponca City,PNC,"Ponca City, OK",Oklahoma,37,50,25,16,3.47
0.0,2016-01-17,1,17,2016,Tulsa,TUL,"Tulsa, OK",Oklahoma,38,49,26,23,7.0
4.01,2016-01-17,1,17,2016,Astoria,AST,"Astoria, OR",Oregon,48,53,42,14,6.82
0.45,2016-01-17,1,17,2016,Burns,BNO,"Burns, OR",Oregon,25,33,13,17,1.78
2.94,2016-01-17,1,17,2016,Eugene,EUG,"Eugene, OR",Oregon,45,51,38,19,5.82
2.3,2016-01-17,1,17,2016,Medford,MFR,"Medford, OR",Oregon,43,51,34,18,2.91
0.88,2016-01-17,1,17,2016,Pendleton,PDT,"Pendleton, OR",Oregon,38,45,29,15,3.1
3.68,2016-01-17,1,17,2016,Portland,PDX,"Portland, OR",Oregon,43,46,40,12,10.4
0.5,2016-01-17,1,17,2016,Redmond,RDM,"Redmond, OR",Oregon,37,46,28,16,5.97
3.38,2016-01-17,1,17,2016,Salem,SLE,"Salem, OR",Oregon,44,50,38,17,4.98
0.35,2016-01-17,1,17,2016,Allentown,ABE,"Allentown, PA",Pennsylvania,31,39,22,23,6.05
0.94,2016-01-17,1,17,2016,Erie,ERI,"Erie, PA",Pennsylvania,27,34,20,22,12.41
0.37,2016-01-17,1,17,2016,Harrisburg,MDT,"Harrisburg, PA",Pennsylvania,32,40,24,25,6.42
0.4,2016-01-17,1,17,2016,Philadelphia,PHL,"Philadelphia, PA",Pennsylvania,36,44,28,26,8.68
0.44,2016-01-17,1,17,2016,Pittsburgh,PIT,"Pittsburgh, PA",Pennsylvania,25,33,17,23,8.61
0.33,2016-01-17,1,17,2016,Wilkes-Barre/Scranton,AVP,"Wilkes-Barre/Scranton, PA",Pennsylvania,27,33,20,22,5.02
0.27,2016-01-17,1,17,2016,Williamsport,IPT,"Williamsport, PA",Pennsylvania,27,33,21,22,5.91
0.11,2016-01-17,1,17,2016,San Juan,SJU,"San Juan, PR",Puerto Rico,78,83,73,8,4.28
1.17,2016-01-17,1,17,2016,Providence,PVD,"Providence, RI",Rhode Island,32,40,24,25,7.8
1.0,2016-01-17,1,17,2016,Anderson,AND,"Anderson, SC",South Carolina,42,53,30,26,6.0
1.69,2016-01-17,1,17,2016,Charleston,CHS,"Charleston, SC",South Carolina,48,60,36,27,5.04
0.81,2016-01-17,1,17,2016,Columbia,CAE,"Columbia, SC",South Carolina,44,57,31,26,4.88
1.49,2016-01-17,1,17,2016,Greer,GSP,"Greer, SC",South Carolina,41,52,30,22,5.17
0.05,2016-01-17,1,17,2016,Aberdeen,ABR,"Aberdeen, SD",South Dakota,7,17,-3,24,7.18
0.04,2016-01-17,1,17,2016,Huron,HON,"Huron, SD",South Dakota,8,20,-4,29,7.28
0.12,2016-01-17,1,17,2016,Pierre,PIR,"Pierre, SD",South Dakota,16,26,5,28,7.71
0.09,2016-01-17,1,17,2016,Rapid City,RAP,"Rapid City, SD",South Dakota,23,33,13,24,6.98
0.02,2016-01-17,1,17,2016,Sioux Falls,FSD,"Sioux Falls, SD",South Dakota,9,20,-2,30,6.31
0.5,2016-01-17,1,17,2016,Bristol/Jhnsn Cty/Kngsprt,TRI,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,32,41,22,25,5.47
0.28,2016-01-17,1,17,2016,Chattanooga,CHA,"Chattanooga, TN",Tennessee,38,48,28,30,3.3
0.35,2016-01-17,1,17,2016,Clarksville,CKV,"Clarksville, TN",Tennessee,35,45,25,25,7.61
0.07,2016-01-17,1,17,2016,Crossville,CSV,"Crossville, TN",Tennessee,33,42,24,25,4.94
0.44,2016-01-17,1,17,2016,Knoxville,TYS,"Knoxville, TN",Tennessee,35,44,26,25,5.48
0.05,2016-01-17,1,17,2016,Memphis,MEM,"Memphis, TN",Tennessee,42,53,30,25,5.65
0.37,2016-01-17,1,17,2016,Nashville,BNA,"Nashville, TN",Tennessee,37,47,26,24,5.78
0.43,2016-01-17,1,17,2016,Oak Ridge,OQT,"Oak Ridge, TN",Tennessee,35,44,26,23,1.32
0.0,2016-01-17,1,17,2016,Abilene,ABI,"Abilene, TX",Texas,46,59,32,18,6.12
0.11,2016-01-17,1,17,2016,Amarillo,AMA,"Amarillo, TX",Texas,37,51,23,21,3.88
0.01,2016-01-17,1,17,2016,Austin/Bergstrom,AUS,"Austin/Bergstrom, TX",Texas,48,64,32,21,3.55
0.0,2016-01-17,1,17,2016,Austin/City,ATT,"Austin/City, TX",Texas,52,64,39,25,1.52
0.32,2016-01-17,1,17,2016,Beaumont/Port Arthur,BPT,"Beaumont/Port Arthur, TX",Texas,51,62,39,17,4.55
0.17,2016-01-17,1,17,2016,Brownsville,BRO,"Brownsville, TX",Texas,59,70,48,25,5.07
0.17,2016-01-17,1,17,2016,Childress,CDS,"Childress, TX",Texas,41,54,28,16,3.61
0.05,2016-01-17,1,17,2016,College Station,CLL,"College Station, TX",Texas,49,61,37,13,3.78
0.02,2016-01-17,1,17,2016,Corpus Christi,CRP,"Corpus Christi, TX",Texas,55,66,44,14,5.81
0.0,2016-01-17,1,17,2016,Dalhart,DHT,"Dalhart, TX",Texas,33,49,17,22,3.47
0.01,2016-01-17,1,17,2016,Dallas,DAL,"Dallas, TX",Texas,47,58,36,17,5.41
0.01,2016-01-17,1,17,2016,Dallas-Fort Worth,DFW,"Dallas-Fort Worth, TX",Texas,47,59,35,23,7.51
0.0,2016-01-17,1,17,2016,Del Rio,DRT,"Del Rio, TX",Texas,52,66,36,17,5.07
0.0,2016-01-17,1,17,2016,El Paso,ELP,"El Paso, TX",Texas,44,57,31,25,5.45
0.01,2016-01-17,1,17,2016,Fort Worth,FTW,"Fort Worth, TX",Texas,48,59,36,16,6.54
0.82,2016-01-17,1,17,2016,Galveston,GLS,"Galveston, TX",Texas,53,60,46,12,6.61
0.25,2016-01-17,1,17,2016,Houston,HOU,"Houston, TX",Texas,52,62,42,10,3.57
0.01,2016-01-17,1,17,2016,Lubbock,LBB,"Lubbock, TX",Texas,40,55,24,23,5.74
0.0,2016-01-17,1,17,2016,Midland,MAF,"Midland, TX",Texas,45,61,29,26,6.05
0.0,2016-01-17,1,17,2016,San Angelo,SJT,"San Angelo, TX",Texas,47,63,31,24,6.61
0.0,2016-01-17,1,17,2016,San Antonio,SAT,"San Antonio, TX",Texas,52,64,38,21,3.6
0.29,2016-01-17,1,17,2016,Victoria,VCT,"Victoria, TX",Texas,51,64,39,8,4.17
0.0,2016-01-17,1,17,2016,Waco,ACT,"Waco, TX",Texas,46,60,32,22,5.64
0.3,2016-01-17,1,17,2016,Wichita Falls,SPS,"Wichita Falls, TX",Texas,44,57,30,18,6.84
0.11,2016-01-17,1,17,2016,Salt Lake City,SLC,"Salt Lake City, UT",Utah,30,36,24,15,3.11
0.5,2016-01-17,1,17,2016,Blacksburg,BCB,"Blacksburg, VA",VA,35,44,26,28,8.55
0.2,2016-01-17,1,17,2016,Burlington,BTV,"Burlington, VT",Vermont,24,31,17,25,6.12
0.75,2016-01-17,1,17,2016,Lynchburg,LYH,"Lynchburg, VA",Virginia,34,45,22,22,3.8
1.59,2016-01-17,1,17,2016,Norfolk,ORF,"Norfolk, VA",Virginia,42,52,31,26,6.84
0.85,2016-01-17,1,17,2016,Richmond,RIC,"Richmond, VA",Virginia,38,48,28,19,7.11
0.5,2016-01-17,1,17,2016,Roanoke,ROA,"Roanoke, VA",Virginia,35,44,26,28,8.55
1.18,2016-01-17,1,17,2016,Wallops Island,WAL,"Wallops Island, VA",Virginia,38,47,28,26,6.98
0.38,2016-01-17,1,17,2016,Washington,DCA,"Washington, VA",Virginia,37,44,29,26,6.21
1.22,2016-01-17,1,17,2016,Deer Park,DEW,"Deer Park, WA",Washington,30,34,27,9,2.87
0.6,2016-01-17,1,17,2016,Ephrata,EPH,"Ephrata, WA",Washington,32,35,28,28,4.7
2.22,2016-01-17,1,17,2016,Olympia,OLM,"Olympia, WA",Washington,42,49,35,21,3.62
4.67,2016-01-17,1,17,2016,Quillayute,UIL,"Quillayute, WA",Washington,46,51,40,15,5.54
2.2,2016-01-17,1,17,2016,Seattle,SEA,"Seattle, WA",Washington,44,49,38,12,6.77
1.05,2016-01-17,1,17,2016,Spokane,GEG,"Spokane, WA",Washington,31,34,26,12,4.6
0.66,2016-01-17,1,17,2016,Yakima,YKM,"Yakima, WA",Washington,34,39,29,26,1.72
0.32,2016-01-17,1,17,2016,Beckley,BKW,"Beckley, WV",West Virginia,28,36,19,25,8.2
0.22,2016-01-17,1,17,2016,Charleston,CRW,"Charleston, WV",West Virginia,29,40,21,24,6.02
0.36,2016-01-17,1,17,2016,Elkins,EKN,"Elkins, WV",West Virginia,25,36,16,24,5.71
0.19,2016-01-17,1,17,2016,Huntington,HTS,"Huntington, WV",West Virginia,30,40,20,22,6.24
0.09,2016-01-17,1,17,2016,Green Bay,GRB,"Green Bay, WI",Wisconsin,10,18,1,24,10.78
0.02,2016-01-17,1,17,2016,La Crosse,LSE,"La Crosse, WI",Wisconsin,9,17,0,24,8.84
0.04,2016-01-17,1,17,2016,Madison,MSN,"Madison, WI",Wisconsin,11,19,3,24,6.34
0.09,2016-01-17,1,17,2016,Milwaukee,MKE,"Milwaukee, WI",Wisconsin,14,21,6,25,9.31
0.07,2016-01-17,1,17,2016,Casper,CPR,"Casper, WY",Wyoming,23,30,16,22,16.27
0.12,2016-01-17,1,17,2016,Cheyenne,CYS,"Cheyenne, WY",Wyoming,27,36,19,29,12.52
0.0,2016-01-17,1,17,2016,Lander,LND,"Lander, WY",Wyoming,19,31,5,23,1.22
0.1,2016-01-17,1,17,2016,Rawlins,RWL,"Rawlins, WY",Wyoming,21,28,14,24,18.21
0.33,2016-01-17,1,17,2016,Sheridan,SHR,"Sheridan, WY",Wyoming,24,37,14,30,5.85
1.55,2016-01-24,1,24,2016,Birmingham,BHM,"Birmingham, AL",Alabama,36,45,27,21,6.01
2.38,2016-01-24,1,24,2016,Huntsville,HSV,"Huntsville, AL",Alabama,33,40,25,19,6.44
2.53,2016-01-24,1,24,2016,Mobile,MOB,"Mobile, AL",Alabama,47,58,35,21,6.6
2.77,2016-01-24,1,24,2016,Montgomery,MGM,"Montgomery, AL",Alabama,42,53,31,25,4.62
0.0,2016-01-24,1,24,2016,Anchorage,ANC,"Anchorage, AK",Alaska,23,28,19,6,3.64
1.95,2016-01-24,1,24,2016,Annette,ANN,"Annette, AK",Alaska,43,45,40,12,12.18
0.04,2016-01-24,1,24,2016,Bethel,BET,"Bethel, AK",Alaska,8,11,4,4,19.64
0.0,2016-01-24,1,24,2016,Bettles,BTT,"Bettles, AK",Alaska,-9,0,-19,21,5.27
0.19,2016-01-24,1,24,2016,Cold Bay,CDB,"Cold Bay, AK",Alaska,31,35,27,23,4.81
1.05,2016-01-24,1,24,2016,Cordova,CDV,"Cordova, AK",Alaska,37,43,30,8,4.77
0.0,2016-01-24,1,24,2016,Delta Junction/Ft Greely,BIG,"Delta Junction/Ft Greely, AK",Alaska,9,14,3,13,10.57
0.0,2016-01-24,1,24,2016,Fairbanks,FAI,"Fairbanks, AK",Alaska,-3,4,-10,7,6.34
0.0,2016-01-24,1,24,2016,Gulkana,GKN,"Gulkana, AK",Alaska,-5,2,-14,29,0.57
0.22,2016-01-24,1,24,2016,Homer,HOM,"Homer, AK",Alaska,32,36,27,6,3.67
0.0,2016-01-24,1,24,2016,Iliamna,ILI,"Iliamna, AK",Alaska,25,31,19,17,11.24
1.05,2016-01-24,1,24,2016,Juneau,JNU,"Juneau, AK",Alaska,37,40,34,12,7.6
0.0,2016-01-24,1,24,2016,Kenai,ENA,"Kenai, AK",Alaska,25,30,20,3,9.8
2.71,2016-01-24,1,24,2016,Ketchikan,KTN,"Ketchikan, AK",Alaska,43,45,40,14,13.33
0.0,2016-01-24,1,24,2016,King Salmon,AKN,"King Salmon, AK",Alaska,27,33,18,27,11.1
4.22,2016-01-24,1,24,2016,Kodiak,ADQ,"Kodiak, AK",Alaska,36,38,33,13,13.55
0.03,2016-01-24,1,24,2016,Kotzebue,OTZ,"Kotzebue, AK",Alaska,-2,2,-7,4,5.92
0.0,2016-01-24,1,24,2016,Mc Grath,MCG,"Mc Grath, AK",Alaska,-4,3,-12,21,2.44
0.01,2016-01-24,1,24,2016,Nome,OME,"Nome, AK",Alaska,6,13,-1,16,7.08
0.0,2016-01-24,1,24,2016,Northway,ORT,"Northway, AK",Alaska,3,6,0,17,0.48
0.0,2016-01-24,1,24,2016,Palmer,PAQ,"Palmer, AK",Alaska,23,30,15,21,5.52
0.0,2016-01-24,1,24,2016,Petersburg,PSG,"Petersburg, AK",Alaska,60,60,60,14,3.57
0.0,2016-01-24,1,24,2016,Puntilla Lake,PTI,"Puntilla Lake, AK",Alaska,60,60,60,0,0.0
0.0,2016-01-24,1,24,2016,Shemya,SYA,"Shemya, AK",Alaska,60,60,60,8,12.17
1.94,2016-01-24,1,24,2016,Sitka,SIT,"Sitka, AK",Alaska,43,46,40,11,12.14
0.54,2016-01-24,1,24,2016,Skagway,SGY,"Skagway, AK",Alaska,35,38,32,8,11.22
